round,query,prec10
254,clothes,0.9
254,car,0.8
255,cat,0.7
255,dog,0.8
255,plane,0.7
255,clothes,0.9
255,car,0.8
256,cat,0.7
256,dog,0.8
256,plane,0.7
256,clothes,0.9
256,car,0.8
257,cat,0.7
257,dog,0.8
257,plane,0.7
257,clothes,0.9
257,car,0.8
258,cat,0.7
258,dog,0.8
258,plane,0.7
258,clothes,0.9
258,car,0.8
259,cat,0.7
259,dog,0.8
259,plane,0.7
259,clothes,0.9
259,car,0.8
260,cat,0.7
260,dog,0.8
260,plane,0.7
260,clothes,0.9
260,car,0.8
261,cat,0.7
261,dog,0.8
261,plane,0.7
261,clothes,0.9
261,car,0.8
262,cat,0.7
262,dog,0.8
262,plane,0.7
262,clothes,0.9
262,car,0.8
263,cat,0.7
263,dog,0.8
263,plane,0.7
263,clothes,0.9
263,car,0.8
264,cat,0.7
264,dog,0.8
264,plane,0.7
264,clothes,0.9
264,car,0.8
265,cat,0.7
265,dog,0.8
265,plane,0.7
265,clothes,0.9
265,car,0.8
266,cat,0.7
266,dog,0.8
266,plane,0.7
266,clothes,0.9
266,car,0.8
267,cat,0.7
267,dog,0.8
267,plane,0.7
267,clothes,0.9
267,car,0.8
268,cat,0.7
268,dog,0.8
268,plane,0.7
268,clothes,0.9
268,car,0.8
269,cat,0.7
269,dog,0.8
269,plane,0.7
269,clothes,0.9
269,car,0.8
270,cat,0.7
270,dog,0.8
270,plane,0.7
270,clothes,0.9
270,car,0.8
271,cat,0.7
271,dog,0.8
271,plane,0.7
271,clothes,0.9
271,car,0.8
272,cat,0.7
272,dog,0.8
272,plane,0.7
272,clothes,0.9
272,car,0.8
273,cat,0.7
273,dog,0.8
273,plane,0.7
273,clothes,0.9
273,car,0.8
274,cat,0.7
274,dog,0.8
274,plane,0.7
274,clothes,0.9
274,car,0.8
275,cat,0.7
275,dog,0.8
275,plane,0.7
275,clothes,0.9
275,car,0.8
276,cat,0.7
276,dog,0.8
276,plane,0.7
276,clothes,0.9
276,car,0.8
277,cat,0.7
277,dog,0.8
277,plane,0.7
277,clothes,0.9
277,car,0.8
278,cat,0.7
278,dog,0.8
278,plane,0.7
278,clothes,0.9
278,car,0.8
279,cat,0.7
279,dog,0.8
279,plane,0.7
279,clothes,0.9
279,car,0.8
280,cat,0.7
280,dog,0.8
280,plane,0.7
280,clothes,0.9
280,car,0.8
281,cat,0.7
281,dog,0.8
281,plane,0.7
281,clothes,0.9
281,car,0.8
282,cat,0.7
282,dog,0.8
282,plane,0.7
282,clothes,0.9
282,car,0.8
283,cat,0.7
283,dog,0.8
283,plane,0.7
283,clothes,0.9
283,car,0.8
284,cat,0.7
284,dog,0.8
284,plane,0.7
284,clothes,0.9
284,car,0.8
285,cat,0.7
285,dog,0.8
285,plane,0.7
285,clothes,0.9
285,car,0.8
286,cat,0.7
286,dog,0.8
286,plane,0.7
286,clothes,0.9
286,car,0.8
287,cat,0.7
287,dog,0.8
287,plane,0.7
287,clothes,0.9
287,car,0.8
288,cat,0.7
288,dog,0.8
288,plane,0.7
288,clothes,0.9
288,car,0.8
289,cat,0.7
289,dog,0.8
289,plane,0.7
289,clothes,0.9
289,car,0.8
290,cat,0.7
290,dog,0.8
290,plane,0.7
290,clothes,0.9
290,car,0.8
291,cat,0.7
291,dog,0.8
291,plane,0.7
291,clothes,0.9
291,car,0.8
292,cat,0.7
292,dog,0.8
292,plane,0.7
292,clothes,0.9
292,car,0.8
293,cat,0.7
293,dog,0.8
293,plane,0.7
293,clothes,0.9
293,car,0.8
294,cat,0.7
294,dog,0.8
294,plane,0.7
294,clothes,0.9
294,car,0.8
295,cat,0.7
295,dog,0.8
295,plane,0.7
295,clothes,0.9
295,car,0.8
296,cat,0.7
296,dog,0.8
296,plane,0.7
296,clothes,0.9
296,car,0.8
297,cat,0.7
297,dog,0.8
297,plane,0.7
297,clothes,0.9
297,car,0.8
298,cat,0.7
298,dog,0.8
298,plane,0.7
298,clothes,0.9
298,car,0.8
299,cat,0.7
299,dog,0.8
299,plane,0.7
299,clothes,0.9
299,car,0.8
300,cat,0.7
300,dog,0.8
300,plane,0.7
300,clothes,0.9
300,car,0.8
301,cat,0.7
301,dog,0.8
301,plane,0.7
301,clothes,0.9
301,car,0.8
302,cat,0.7
302,dog,0.8
302,plane,0.7
302,clothes,0.9
302,car,0.8
303,cat,0.7
303,dog,0.8
303,plane,0.7
303,clothes,0.9
303,car,0.8
304,cat,0.7
304,dog,0.8
304,plane,0.7
304,clothes,0.9
304,car,0.8
305,cat,0.7
305,dog,0.8
305,plane,0.7
305,clothes,0.9
305,car,0.8
306,cat,0.7
306,dog,0.8
306,plane,0.7
306,clothes,0.9
306,car,0.8
307,cat,0.7
307,dog,0.8
307,plane,0.7
307,clothes,0.9
307,car,0.8
308,cat,0.7
308,dog,0.8
308,plane,0.7
308,clothes,0.9
308,car,0.8
309,cat,0.7
309,dog,0.8
309,plane,0.7
309,clothes,0.9
309,car,0.8
310,cat,0.7
310,dog,0.8
310,plane,0.7
310,clothes,0.9
310,car,0.8
311,cat,0.7
311,dog,0.8
311,plane,0.7
311,clothes,0.9
311,car,0.8
312,cat,0.7
312,dog,0.8
312,plane,0.7
312,clothes,0.9
312,car,0.8
313,cat,0.7
313,dog,0.8
313,plane,0.7
313,clothes,0.9
313,car,0.8
314,cat,0.7
314,dog,0.8
314,plane,0.7
314,clothes,0.9
314,car,0.8
315,cat,0.7
315,dog,0.8
315,plane,0.7
315,clothes,0.9
315,car,0.8
316,cat,0.7
316,dog,0.8
316,plane,0.7
316,clothes,0.9
316,car,0.8
317,cat,0.7
317,dog,0.8
317,plane,0.7
317,clothes,0.9
317,car,0.8
318,cat,0.7
318,dog,0.8
318,plane,0.7
318,clothes,0.9
318,car,0.8
319,cat,0.7
319,dog,0.8
319,plane,0.7
319,clothes,0.9
319,car,0.8
320,cat,0.7
320,dog,0.8
320,plane,0.7
320,clothes,0.9
320,car,0.8
321,cat,0.7
321,dog,0.8
321,plane,0.7
321,clothes,0.9
321,car,0.8
322,cat,0.7
322,dog,0.8
322,plane,0.7
322,clothes,0.9
322,car,0.8
323,cat,0.7
323,dog,0.8
323,plane,0.7
323,clothes,0.9
323,car,0.8
324,cat,0.7
324,dog,0.8
324,plane,0.7
324,clothes,0.9
324,car,0.8
325,cat,0.7
325,dog,0.8
325,plane,0.7
325,clothes,0.9
325,car,0.8
326,cat,0.7
326,dog,0.8
326,plane,0.7
326,clothes,0.9
326,car,0.8
327,cat,0.7
327,dog,0.8
327,plane,0.7
327,clothes,0.9
327,car,0.8
328,cat,0.7
328,dog,0.8
328,plane,0.7
328,clothes,0.9
328,car,0.8
329,cat,0.7
329,dog,0.8
329,plane,0.7
329,clothes,0.9
329,car,0.8
330,cat,0.7
330,dog,0.8
330,plane,0.7
330,clothes,0.9
330,car,0.8
331,cat,0.7
331,dog,0.8
331,plane,0.7
331,clothes,0.9
331,car,0.8
332,cat,0.7
332,dog,0.8
332,plane,0.7
332,clothes,0.9
332,car,0.8
333,cat,0.7
333,dog,0.8
333,plane,0.7
333,clothes,0.9
333,car,0.8
334,cat,0.7
334,dog,0.8
334,plane,0.7
334,clothes,0.9
334,car,0.8
335,cat,0.7
335,dog,0.8
335,plane,0.7
335,clothes,0.9
335,car,0.8
336,cat,0.7
336,dog,0.8
336,plane,0.7
336,clothes,0.9
336,car,0.8
337,cat,0.7
337,dog,0.8
337,plane,0.7
337,clothes,0.9
337,car,0.8
338,cat,0.7
338,dog,0.8
338,plane,0.7
338,clothes,0.9
338,car,0.8
339,cat,0.7
339,dog,0.8
339,plane,0.7
339,clothes,0.9
339,car,0.8
340,cat,0.7
340,dog,0.8
340,plane,0.7
340,clothes,0.9
340,car,0.8
341,cat,0.7
341,dog,0.8
341,plane,0.7
341,clothes,0.9
341,car,0.8
342,cat,0.7
342,dog,0.8
342,plane,0.7
342,clothes,0.9
342,car,0.8
343,cat,0.7
343,dog,0.8
343,plane,0.7
343,clothes,0.9
343,car,0.7
344,cat,0.7
344,dog,0.8
344,plane,0.7
344,clothes,0.9
344,car,0.7
345,cat,0.7
345,dog,0.8
345,plane,0.7
345,clothes,0.9
345,car,0.7
346,cat,0.7
346,dog,0.8
346,plane,0.7
346,clothes,0.9
346,car,0.7
347,cat,0.7
347,dog,0.8
347,plane,0.7
347,clothes,0.9
347,car,0.7
348,cat,0.7
348,dog,0.8
348,plane,0.7
348,clothes,0.9
348,car,0.7
349,cat,0.7
349,dog,0.8
349,plane,0.7
349,clothes,0.9
349,car,0.7
350,cat,0.7
350,dog,0.8
350,plane,0.7
350,clothes,0.9
350,car,0.7
351,cat,0.7
351,dog,0.8
351,plane,0.7
351,clothes,0.9
351,car,0.7
352,cat,0.7
352,dog,0.8
352,plane,0.7
352,clothes,0.9
352,car,0.7
353,cat,0.7
353,dog,0.8
353,plane,0.7
353,clothes,0.9
353,car,0.7
354,cat,0.7
354,dog,0.8
354,plane,0.7
354,clothes,0.9
354,car,0.7
355,cat,0.7
355,dog,0.8
355,plane,0.7
355,clothes,0.9
355,car,0.7
356,cat,0.7
356,dog,0.8
356,plane,0.7
356,clothes,0.9
356,car,0.7
357,cat,0.7
357,dog,0.8
357,plane,0.7
357,clothes,0.9
357,car,0.7
358,cat,0.7
358,dog,0.8
358,plane,0.7
358,clothes,0.9
358,car,0.7
359,cat,0.7
359,dog,0.8
359,plane,0.7
359,clothes,0.9
359,car,0.7
360,cat,0.7
360,dog,0.8
360,plane,0.7
360,clothes,0.9
360,car,0.7
361,cat,0.7
361,dog,0.8
361,plane,0.7
361,clothes,0.9
361,car,0.7
362,cat,0.7
362,dog,0.8
362,plane,0.7
362,clothes,0.9
362,car,0.7
363,cat,0.7
363,dog,0.8
363,plane,0.7
363,clothes,0.9
363,car,0.7
364,cat,0.7
364,dog,0.8
364,plane,0.7
364,clothes,0.9
364,car,0.7
365,cat,0.7
365,dog,0.8
365,plane,0.7
365,clothes,0.9
365,car,0.7
366,cat,0.7
366,dog,0.8
366,plane,0.7
366,clothes,0.9
366,car,0.7
367,cat,0.7
367,dog,0.8
367,plane,0.7
367,clothes,0.9
367,car,0.7
368,cat,0.7
368,dog,0.8
368,plane,0.7
368,clothes,0.9
368,car,0.7
369,cat,0.7
369,dog,0.8
369,plane,0.7
369,clothes,0.9
369,car,0.7
370,cat,0.7
370,dog,0.8
370,plane,0.7
370,clothes,0.9
370,car,0.7
371,cat,0.7
371,dog,0.8
371,plane,0.7
371,clothes,0.9
371,car,0.7
372,cat,0.7
372,dog,0.8
372,plane,0.7
372,clothes,0.9
372,car,0.7
373,cat,0.7
373,dog,0.8
373,plane,0.7
373,clothes,0.9
373,car,0.7
374,cat,0.7
374,dog,0.8
374,plane,0.7
374,clothes,0.9
374,car,0.7
375,cat,0.7
375,dog,0.8
375,plane,0.7
375,clothes,0.9
375,car,0.7
376,cat,0.7
376,dog,0.8
376,plane,0.7
376,clothes,0.9
376,car,0.7
377,cat,0.7
377,dog,0.8
377,plane,0.7
377,clothes,0.9
377,car,0.7
378,cat,0.7
378,dog,0.8
378,plane,0.7
378,clothes,0.9
378,car,0.7
379,cat,0.7
379,dog,0.8
379,plane,0.7
379,clothes,0.9
379,car,0.7
380,cat,0.7
380,dog,0.8
380,plane,0.7
380,clothes,0.9
380,car,0.7
381,cat,0.7
381,dog,0.8
381,plane,0.7
381,clothes,0.9
381,car,0.7
382,cat,0.7
382,dog,0.8
382,plane,0.7
382,clothes,0.9
382,car,0.7
383,cat,0.7
383,dog,0.8
383,plane,0.7
383,clothes,0.9
383,car,0.7
384,cat,0.7
384,dog,0.8
384,plane,0.7
384,clothes,0.9
384,car,0.7
385,cat,0.7
385,dog,0.8
385,plane,0.7
385,clothes,0.9
385,car,0.7
386,cat,0.7
386,dog,0.8
386,plane,0.7
386,clothes,0.9
386,car,0.7
387,cat,0.7
387,dog,0.8
387,plane,0.7
387,clothes,0.9
387,car,0.7
388,cat,0.7
388,dog,0.8
388,plane,0.7
388,clothes,0.9
388,car,0.7
389,cat,0.7
389,dog,0.8
389,plane,0.7
389,clothes,0.9
389,car,0.7
390,cat,0.7
390,dog,0.8
390,plane,0.7
390,clothes,0.9
390,car,0.7
391,cat,0.7
391,dog,0.8
391,plane,0.7
391,clothes,0.9
391,car,0.7
392,cat,0.7
392,dog,0.8
392,plane,0.7
392,clothes,0.9
392,car,0.7
393,cat,0.7
393,dog,0.8
393,plane,0.7
393,clothes,0.9
393,car,0.7
394,cat,0.7
394,dog,0.8
394,plane,0.7
394,clothes,0.9
394,car,0.7
395,cat,0.7
395,dog,0.8
395,plane,0.7
395,clothes,0.9
395,car,0.7
396,cat,0.7
396,dog,0.8
396,plane,0.7
396,clothes,0.9
396,car,0.7
397,cat,0.7
397,dog,0.8
397,plane,0.7
397,clothes,0.9
397,car,0.7
398,cat,0.7
398,dog,0.8
398,plane,0.7
398,clothes,0.9
398,car,0.7
399,cat,0.7
399,dog,0.8
399,plane,0.7
399,clothes,0.9
399,car,0.7
400,cat,0.7
400,dog,0.8
400,plane,0.7
400,clothes,0.9
400,car,0.7
401,cat,0.7
401,dog,0.8
401,plane,0.7
401,clothes,0.9
401,car,0.7
402,cat,0.7
402,dog,0.8
402,plane,0.7
402,clothes,0.9
402,car,0.7
403,cat,0.7
403,dog,0.8
403,plane,0.7
403,clothes,0.9
403,car,0.7
404,cat,0.7
404,dog,0.8
404,plane,0.7
404,clothes,0.9
404,car,0.7
405,cat,0.7
405,dog,0.8
405,plane,0.7
405,clothes,0.9
405,car,0.7
406,cat,0.7
406,dog,0.8
406,plane,0.7
406,clothes,0.9
406,car,0.7
407,cat,0.7
407,dog,0.8
407,plane,0.7
407,clothes,0.9
407,car,0.7
408,cat,0.7
408,dog,0.8
408,plane,0.7
408,clothes,0.9
408,car,0.7
409,cat,0.7
409,dog,0.8
409,plane,0.7
409,clothes,0.9
409,car,0.7
410,cat,0.7
410,dog,0.8
410,plane,0.7
410,clothes,0.9
410,car,0.7
411,cat,0.7
411,dog,0.8
411,plane,0.7
411,clothes,0.9
411,car,0.7
412,cat,0.7
412,dog,0.8
412,plane,0.7
412,clothes,0.9
412,car,0.7
413,cat,0.7
413,dog,0.8
413,plane,0.7
413,clothes,0.9
413,car,0.7
414,cat,0.7
414,dog,0.8
414,plane,0.7
414,clothes,0.9
414,car,0.7
415,cat,0.7
415,dog,0.8
415,plane,0.7
415,clothes,0.9
415,car,0.7
416,cat,0.7
416,dog,0.8
416,plane,0.7
416,clothes,0.9
416,car,0.7
417,cat,0.7
417,dog,0.8
417,plane,0.7
417,clothes,0.9
417,car,0.7
418,cat,0.7
418,dog,0.8
418,plane,0.7
418,clothes,0.9
418,car,0.7
419,cat,0.7
419,dog,0.8
419,plane,0.7
419,clothes,0.9
419,car,0.7
420,cat,0.7
420,dog,0.8
420,plane,0.7
420,clothes,0.9
420,car,0.7
421,cat,0.7
421,dog,0.8
421,plane,0.7
421,clothes,0.9
421,car,0.7
422,cat,0.7
422,dog,0.8
422,plane,0.7
422,clothes,0.9
422,car,0.7
423,cat,0.7
423,dog,0.8
423,plane,0.7
423,clothes,0.9
423,car,0.7
424,cat,0.7
424,dog,0.8
424,plane,0.7
424,clothes,0.9
424,car,0.7
425,cat,0.7
425,dog,0.8
425,plane,0.7
425,clothes,0.9
425,car,0.7
426,cat,0.7
426,dog,0.8
426,plane,0.7
426,clothes,0.9
426,car,0.7
427,cat,0.7
427,dog,0.8
427,plane,0.7
427,clothes,0.9
427,car,0.7
428,cat,0.7
428,dog,0.8
428,plane,0.7
428,clothes,0.9
428,car,0.7
429,cat,0.7
429,dog,0.8
429,plane,0.7
429,clothes,0.9
429,car,0.7
430,cat,0.7
430,dog,0.8
430,plane,0.7
430,clothes,0.9
430,car,0.7
431,cat,0.7
431,dog,0.8
431,plane,0.7
431,clothes,0.9
431,car,0.7
432,cat,0.7
432,dog,0.8
432,plane,0.7
432,clothes,0.9
432,car,0.7
433,cat,0.7
433,dog,0.8
433,plane,0.7
433,clothes,0.9
433,car,0.7
434,cat,0.7
434,dog,0.8
434,plane,0.7
434,clothes,0.9
434,car,0.7
435,cat,0.7
435,dog,0.8
435,plane,0.7
435,clothes,0.9
435,car,0.7
436,cat,0.7
436,dog,0.8
436,plane,0.7
436,clothes,0.9
436,car,0.7
437,cat,0.7
437,dog,0.8
437,plane,0.7
437,clothes,0.9
437,car,0.7
438,cat,0.7
438,dog,0.8
438,plane,0.7
438,clothes,0.9
438,car,0.7
439,cat,0.7
439,dog,0.8
439,plane,0.7
439,clothes,0.9
439,car,0.7
440,cat,0.7
440,dog,0.8
440,plane,0.7
440,clothes,0.9
440,car,0.7
441,cat,0.7
441,dog,0.8
441,plane,0.7
441,clothes,0.9
441,car,0.7
442,cat,0.7
442,dog,0.8
442,plane,0.7
442,clothes,0.9
442,car,0.7
443,cat,0.7
443,dog,0.8
443,plane,0.7
443,clothes,0.9
443,car,0.7
444,cat,0.7
444,dog,0.8
444,plane,0.7
444,clothes,0.9
444,car,0.7
445,cat,0.7
445,dog,0.8
445,plane,0.7
445,clothes,0.9
445,car,0.7
446,cat,0.7
446,dog,0.8
446,plane,0.7
446,clothes,0.9
446,car,0.7
447,cat,0.7
447,dog,0.8
447,plane,0.7
447,clothes,0.9
447,car,0.7
448,cat,0.7
448,dog,0.8
448,plane,0.7
448,clothes,0.9
448,car,0.7
449,cat,0.7
449,dog,0.8
449,plane,0.7
449,clothes,0.9
449,car,0.7
450,cat,0.7
450,dog,0.8
450,plane,0.7
450,clothes,0.9
450,car,0.7
451,cat,0.7
451,dog,0.8
451,plane,0.7
451,clothes,0.9
451,car,0.7
452,cat,0.7
452,dog,0.8
452,plane,0.7
452,clothes,0.9
452,car,0.7
453,cat,0.7
453,dog,0.8
453,plane,0.7
453,clothes,0.9
453,car,0.7
454,cat,0.7
454,dog,0.8
454,plane,0.7
454,clothes,0.9
454,car,0.7
455,cat,0.7
455,dog,0.8
455,plane,0.7
455,clothes,0.9
455,car,0.7
456,cat,0.7
456,dog,0.8
456,plane,0.7
456,clothes,0.9
456,car,0.7
457,cat,0.7
457,dog,0.8
457,plane,0.7
457,clothes,0.9
457,car,0.7
458,cat,0.7
458,dog,0.8
458,plane,0.7
458,clothes,0.9
458,car,0.7
459,cat,0.7
459,dog,0.8
459,plane,0.7
459,clothes,0.9
459,car,0.7
460,cat,0.7
460,dog,0.8
460,plane,0.7
460,clothes,0.9
460,car,0.7
461,cat,0.7
461,dog,0.8
461,plane,0.7
461,clothes,0.9
461,car,0.7
462,cat,0.7
462,dog,0.8
462,plane,0.7
462,clothes,0.9
462,car,0.7
463,cat,0.7
463,dog,0.8
463,plane,0.7
463,clothes,0.9
463,car,0.7
464,cat,0.7
464,dog,0.8
464,plane,0.7
464,clothes,0.9
464,car,0.7
465,cat,0.7
465,dog,0.8
465,plane,0.7
465,clothes,0.9
465,car,0.7
466,cat,0.7
466,dog,0.8
466,plane,0.7
466,clothes,0.9
466,car,0.7
467,cat,0.7
467,dog,0.8
467,plane,0.7
467,clothes,0.9
467,car,0.7
468,cat,0.7
468,dog,0.8
468,plane,0.7
468,clothes,0.9
468,car,0.7
469,cat,0.7
469,dog,0.8
469,plane,0.7
469,clothes,0.9
469,car,0.7
470,cat,0.7
470,dog,0.8
470,plane,0.7
470,clothes,0.9
470,car,0.7
471,cat,0.7
471,dog,0.8
471,plane,0.7
471,clothes,0.9
471,car,0.7
472,cat,0.7
472,dog,0.8
472,plane,0.7
472,clothes,0.9
472,car,0.7
473,cat,0.7
473,dog,0.8
473,plane,0.7
473,clothes,0.9
473,car,0.7
474,cat,0.7
474,dog,0.8
474,plane,0.7
474,clothes,0.9
474,car,0.7
475,cat,0.7
475,dog,0.8
475,plane,0.7
475,clothes,0.9
475,car,0.7
476,cat,0.7
476,dog,0.8
476,plane,0.7
476,clothes,0.9
476,car,0.7
477,cat,0.7
477,dog,0.8
477,plane,0.7
477,clothes,0.9
477,car,0.7
478,cat,0.7
478,dog,0.8
478,plane,0.7
478,clothes,0.9
478,car,0.7
479,cat,0.7
479,dog,0.8
479,plane,0.7
479,clothes,0.9
479,car,0.7
480,cat,0.7
480,dog,0.8
480,plane,0.7
480,clothes,0.9
480,car,0.7
481,cat,0.7
481,dog,0.8
481,plane,0.7
481,clothes,0.9
481,car,0.7
482,cat,0.7
482,dog,0.8
482,plane,0.7
482,clothes,0.9
482,car,0.7
483,cat,0.7
483,dog,0.8
483,plane,0.7
483,clothes,0.9
483,car,0.7
484,cat,0.7
484,dog,0.8
484,plane,0.7
484,clothes,0.9
484,car,0.7
485,cat,0.7
485,dog,0.8
485,plane,0.7
485,clothes,0.9
485,car,0.7
486,cat,0.7
486,dog,0.8
486,plane,0.7
486,clothes,0.9
486,car,0.7
487,cat,0.7
487,dog,0.8
487,plane,0.7
487,clothes,0.9
487,car,0.7
488,cat,0.7
488,dog,0.8
488,plane,0.7
488,clothes,0.9
488,car,0.7
489,cat,0.7
489,dog,0.8
489,plane,0.7
489,clothes,0.9
489,car,0.7
490,cat,0.7
490,dog,0.8
490,plane,0.7
490,clothes,0.9
490,car,0.7
491,cat,0.7
491,dog,0.8
491,plane,0.7
491,clothes,0.9
491,car,0.7
492,cat,0.7
492,dog,0.8
492,plane,0.7
492,clothes,0.9
492,car,0.7
493,cat,0.7
493,dog,0.8
493,plane,0.7
493,clothes,0.9
493,car,0.7
494,cat,0.7
494,dog,0.8
494,plane,0.7
494,clothes,0.9
494,car,0.7
495,cat,0.7
495,dog,0.8
495,plane,0.7
495,clothes,0.9
495,car,0.7
496,cat,0.7
496,dog,0.8
496,plane,0.7
496,clothes,0.9
496,car,0.7
497,cat,0.7
497,dog,0.8
497,plane,0.7
497,clothes,0.9
497,car,0.7
498,cat,0.7
498,dog,0.8
498,plane,0.7
498,clothes,0.9
498,car,0.7
499,cat,0.7
499,dog,0.8
499,plane,0.7
499,clothes,0.9
499,car,0.7
500,cat,0.7
500,dog,0.8
500,plane,0.7
500,clothes,0.9
500,car,0.7
